dir,protein_1,protein_2,RMSD after refinement,Number of aligned atoms after refinement,Number of refinement cycles,RMSD before refinement,Number of aligned atoms before refinement,Raw alignment score,Number of residues aligned
3FTx,Hh03G008631,Hh03G023190,5.468468189,270,5,13.12505245,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468467236,270,5,13.12505341,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064011335,428,5,1.159747958,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315702438,245,4,11.75077915,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064009368,428,5,1.159750938,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064011388,428,5,1.159752011,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009741,428,5,1.159751773,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064009286,428,5,1.159754992,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305156708,245,4,11.65546608,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.06400761,428,5,1.159754753,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297887921,887,5,16.6511116,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666124225,48,5,2.098572254,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604701042,489,5,3.509507656,662,144.5,100
CRISP,Hh01G000001,Hh03G010271,0.868750632,551,5,12.53363419,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308936834,535,5,16.89271736,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143688,502,5,3.526120186,690,150,104
CRISP,Hh01G000001,HhUnG022429,1.318338513,534,5,15.40411472,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542519391,564,5,10.15999126,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423527241,47,5,2.028066874,68,28,11
CRISP,Hh01G002297,Hh02G004717,14.23645306,407,5,16.98228645,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647874117,459,5,3.520565987,623,131,94
CRISP,Hh01G002297,Hh03G010271,1.395187736,606,5,11.65840054,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255901814,543,5,18.01566505,802,140.5,123
CRISP,Hh01G002297,Hh05G015075,1.916637182,488,5,9.443424225,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044944,466,5,3.518923521,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270171881,543,5,16.65006447,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564619,593,5,14.88125324,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761988938,602,5,14.8439436,882,498,117
CRISP,Hh02G004717,HhUnG022429,7.480563641,318,5,12.91280174,408,88,67
CRISP,Hh02G004717,HhUnG022502,0.831165969,407,5,4.446550369,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959825993,818,5,12.26665783,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768998384,406,5,4.483450413,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.62595427,1227,5,12.81552601,1652,804.5,233
CRISP,Hh03G008934,Hh03G010642,0.698768556,1005,5,10.66946697,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315350294,949,5,16.47485352,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731258571,514,5,4.45828104,806,110,123
CRISP,Hh03G008934,Hh10G019333,23.2884407,3071,4,28.16113663,3224,1448,457
CRISP,Hh03G008934,HhUnG022429,0.671845794,1201,5,11.13790607,1535,699,219
CRISP,Hh03G008934,HhUnG022505,0.786500454,585,5,7.382768154,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.69166863,868,5,16.44902229,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525703609,981,5,7.437535286,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013337,786,5,6.201559067,1116,334,168
CRISP,Hh03G008935,Hh10G019333,0.422210157,1143,5,21.3579483,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437955588,1220,5,8.995158195,1723,836,244
CRISP,Hh03G010271,Hh03G010642,0.548010707,621,5,3.498399973,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735197484,953,5,14.03743935,1445,370,223
CRISP,Hh03G010271,Hh05G015075,2.698001623,684,5,7.036141396,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486078084,811,5,6.763292313,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540214598,766,5,3.213910341,1074,295,164
CRISP,Hh03G010271,HhUnG022504,5.715108871,267,5,8.141111374,314,76.5,51
CRISP,Hh03G010271,HhUnG022505,0.776671469,634,5,5.100678444,906,199.5,142
CRISP,Hh03G010642,Hh04G012535,1.134939313,708,5,20.06835556,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002151012,487,5,5.870357037,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.96875608,1041,5,20.47213364,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210782096,1140,5,4.414430618,1682,1143,205
CRISP,Hh04G012535,HhUnG022429,0.799420536,842,5,18.35412598,1200,331,178
CRISP,Hh04G012535,HhUnG022502,0.594896972,540,5,3.622701168,794,203.5,125
CRISP,Hh04G012535,HhUnG022505,0.596747279,540,5,3.594131947,788,204.5,125
CRISP,Hh05G015075,Hh10G019333,1.685629249,623,5,5.251870155,878,149,134
CRISP,Hh05G015075,HhUnG022429,0.926414609,563,5,5.823281765,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541710138,460,5,3.671598911,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045622826,111,5,7.868052483,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582092404,458,5,3.683605433,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.58635062,1176,5,19.41293526,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.65167737,568,5,5.168688774,829,200.5,130
CRISP,Hh10G019333,HhUnG022505,1.460757971,672,5,10.29645538,1015,203.5,161
CRISP,HhUnG022429,HhUnG022505,0.747745335,579,5,4.494929314,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441853046,447,5,4.870350361,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179205418,1155,5,0.979090214,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493557572,451,5,4.864084721,597,277,92
LIP,Hh01G001449,Hh01G002258,25.48926544,1608,4,25.6121788,1613,60.5,255
LIP,Hh01G001449,Hh02G007394,13.76965141,322,5,14.51515293,333,41.5,49
LIP,Hh01G001449,Hh04G011659,27.34090042,2541,4,27.77429199,2565,63.5,401
LIP,Hh01G001449,Hh04G011817,19.15848351,1089,4,19.41563606,1098,53.5,172
LIP,Hh01G002258,Hh04G011659,20.56195641,1307,5,21.21495247,1333,55,211
LIP,Hh01G002258,Hh04G011817,28.0823288,1825,2,28.20625687,1830,53.5,284
LIP,Hh02G007394,Hh04G011659,1.37125814,1382,5,17.55820656,2045,353.5,315
LIP,Hh02G007394,Hh04G011817,18.80575943,793,1,18.80575943,793,52,122
LIP,Hh02G007641,Hh04G011817,27.03678894,2067,3,27.22225571,2075,66.5,328
LIP,Hh02G008398,Hh03G009331,12.00414181,581,5,13.35946846,611,44.5,98
LIP,Hh02G008398,Hh04G011817,16.8122921,695,1,16.8122921,695,46.5,107
LIP,Hh03G009331,Hh04G011817,30.34152603,872,1,30.34152603,872,63,136
LIP,Hh04G011659,Hh04G011817,28.61946678,1982,4,29.13737679,2004,60,313
3FTx,Hh02G004177,Hh03G008612,6.128625393,112,5,7.049369812,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979066849,199,5,13.41247463,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410802126,160,4,3.709807396,167,70.5,28
3FTx,Hh02G004177,Hh03G023190,3.410802126,160,4,3.709806919,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42542076,219,4,15.80162525,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410802364,160,4,3.709807634,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412605524,159,3,3.715121031,166,65.5,28
3FTx,Hh02G005288,Hh03G008631,14.82145596,315,5,15.48649693,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982266665,138,5,4.869003773,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982263565,138,5,4.868999481,153,55.5,26
3FTx,Hh02G005288,HhUnG022166,9.429605484,116,1,9.429605484,116,22,19
3FTx,Hh02G005288,HhUnG023191,3.982264757,138,5,4.869001389,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037144184,138,5,4.857516766,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331497192,243,5,12.93878269,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749582052,326,5,4.560576916,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371767521,340,5,4.955314159,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.749581575,326,5,4.560575962,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749579668,326,5,4.560575485,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371773005,340,5,4.955319405,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468468189,270,5,13.12505722,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.77620697,276,5,13.11622715,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468466282,270,5,13.12505341,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468465805,270,5,13.12505341,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776206017,276,5,13.1162281,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010866,428,5,1.15974772,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064009503,428,5,1.159751177,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064010724,428,5,1.159751296,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009137,428,5,1.159751892,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064009324,428,5,1.159754753,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305157661,245,4,11.65546703,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064007811,428,5,1.159755349,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297887862,887,5,16.6511116,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666124821,48,5,2.098572016,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.6047014,489,5,3.509507895,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833744049,431,5,10.2212534,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868750811,551,5,12.53363514,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308936596,535,5,16.89271736,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143509,502,5,3.526119947,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740739465,480,5,5.013229847,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510055,505,5,4.572869778,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318338156,534,5,15.40411377,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.54251951,564,5,10.15999126,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423527598,47,5,2.028066874,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531036019,555,5,10.40602207,789,490.5,103
CRISP,Hh01G002297,Hh02G004717,14.23645306,407,5,16.98228455,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647874177,459,5,3.520566225,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995338,441,5,10.09485912,666,130.5,98
CRISP,Hh01G002297,Hh03G010642,1.255901575,543,5,18.01566696,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695153773,539,5,4.579596996,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636467,488,5,9.443423271,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044885,466,5,3.518923759,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270171762,543,5,16.65006256,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564559,593,5,14.88125324,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761988819,602,5,14.84394264,882,498,117
CRISP,Hh02G004717,Hh03G008934,6.325481892,215,5,7.448645115,229,73.5,38
CRISP,Hh02G004717,Hh03G008935,17.30879784,622,2,17.35162163,623,92,102
CRISP,Hh02G004717,Hh03G010642,9.88958931,213,1,9.88958931,213,50,35
CRISP,Hh02G004717,Hh05G015075,3.698901653,144,4,4.144324303,152,34,27
CRISP,Hh02G004717,HhUnG022429,7.480563164,318,5,12.91280174,408,88,67
CRISP,Hh02G004717,HhUnG022502,0.831166089,407,5,4.446549892,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959825516,818,5,12.26665783,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768998027,406,5,4.483449936,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.625954151,1227,5,12.81552601,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692902088,866,5,9.854928017,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698768377,1005,5,10.66946793,1321,554,187
CRISP,Hh03G008934,Hh10G019333,23.2884407,3071,4,28.16113472,3224,1448,457
CRISP,Hh03G008934,HhUnG022429,0.671845615,1201,5,11.13790607,1535,699,219
CRISP,Hh03G008934,HhUnG022504,4.034047127,182,5,7.522604942,229,73.5,38
CRISP,Hh03G008934,HhUnG022505,0.786500096,585,5,7.382768154,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.691668689,868,5,16.4490242,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525703251,981,5,7.43753624,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013277,786,5,6.201558113,1116,334,168
CRISP,Hh03G008935,HhUnG022502,0.808871806,553,5,8.935118675,801,196.5,122
CRISP,Hh03G008935,HhUnG022504,14.12397957,572,5,16.51643372,619,84,102
CRISP,Hh03G008935,HhUnG022505,0.771591902,545,5,8.952596664,796,192.5,122
CRISP,Hh03G010271,Hh04G012535,0.735197783,953,5,14.03743839,1445,370,223
CRISP,Hh03G010271,Hh10G019333,0.486078113,811,5,6.763291359,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540214539,766,5,3.213910341,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.76351279,642,5,5.157100201,918,217.5,142
CRISP,Hh03G010271,HhUnG022504,5.715107918,267,5,8.14111042,314,76.5,51
CRISP,Hh03G010271,HhUnG022505,0.776671588,634,5,5.100678444,906,199.5,142
CRISP,Hh03G010642,HhUnG022429,0.210782185,1140,5,4.414431095,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641163111,445,5,4.869139194,656,145,100
CRISP,Hh03G010642,HhUnG022504,9.984652519,213,1,9.984652519,213,50,35
CRISP,Hh03G010642,HhUnG022505,0.599207759,437,5,4.874024868,657,147,100
CRISP,Hh04G012535,Hh10G019333,1.284084916,894,5,18.37854004,1316,348,196
CRISP,Hh04G012535,HhUnG022429,0.799420655,842,5,18.35412598,1200,331,178
CRISP,Hh04G012535,HhUnG022502,0.59489727,540,5,3.622701645,794,203.5,125
CRISP,Hh04G012535,HhUnG022504,20.57370949,852,5,21.44530296,874,115,136
CRISP,Hh05G015075,Hh10G019333,1.685628772,623,5,5.251870155,878,149,134
CRISP,Hh05G015075,HhUnG022502,0.541710258,460,5,3.671598196,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045623302,111,5,7.868052006,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582092106,458,5,3.683604479,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586350799,1176,5,19.41293335,1520,708,213
CRISP,HhUnG022429,HhUnG022502,0.802287459,589,5,4.49682045,830,194,130
CRISP,HhUnG022429,HhUnG022505,0.747745395,579,5,4.494929314,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441852331,447,5,4.870349884,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179205164,1155,5,0.979090393,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493557096,451,5,4.864084244,597,277,92
LIP,Hh01G001449,Hh02G007641,23.0439949,1704,4,23.32810593,1716,71.5,274
LIP,Hh01G001449,Hh04G011817,19.15848351,1089,4,19.41563797,1098,53.5,172
LIP,Hh01G001449,Hh04G011825,25.21500778,1807,3,25.41500473,1816,53,286
LIP,Hh01G002258,Hh04G011817,28.0823288,1825,2,28.20625877,1830,53.5,284
LIP,Hh01G002258,Hh04G011825,21.28833961,1206,1,21.28833961,1206,49.5,187
LIP,Hh02G007394,Hh04G011659,1.371258259,1382,5,17.55820656,2045,353.5,315
LIP,Hh02G007394,Hh04G011825,23.84327126,1465,5,24.09759331,1475,54.5,235
LIP,Hh02G007641,Hh02G008398,6.98421669,2250,5,9.18188858,2489,741,364
LIP,Hh02G007641,Hh04G011659,1.9917804,1339,5,9.211706161,1892,353.5,287
LIP,Hh02G007641,Hh04G011817,27.03678894,2067,3,27.2222538,2075,66.5,328
LIP,Hh02G007641,Hh04G011825,16.91554642,922,5,18.19463348,959,58.5,152
LIP,Hh02G008398,Hh04G011659,7.669252396,1282,5,15.07655334,1712,300.5,264
LIP,Hh02G008398,Hh04G011825,24.402565,566,5,25.22862816,578,50.5,82
LIP,Hh03G009331,Hh04G011825,17.21621323,748,5,17.43544579,754,72,115
LIP,Hh04G011659,Hh04G011825,23.62601471,1283,1,23.62601471,1283,61.5,200
LIP,Hh04G011817,Hh04G011825,22.89204216,2693,5,25.78802872,2849,824,411
3FTx,Hh02G004177,Hh03G008612,6.128623962,112,5,7.049367905,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979067802,199,5,13.41247463,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410801411,160,4,3.709806442,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412605524,159,3,3.715120316,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.410801172,160,4,3.709805727,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42541885,219,4,15.8016243,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410801649,160,4,3.709806442,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412605286,159,3,3.715120316,166,65.5,28
3FTx,Hh02G005288,Hh03G008612,6.788812637,119,3,6.983099461,121,24,20
3FTx,Hh02G005288,Hh03G008631,14.821455,315,5,15.48649693,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982266188,138,5,4.869003296,153,55.5,26
3FTx,Hh02G005288,Hh03G023189,4.037146568,138,5,4.857517719,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.982263088,138,5,4.868998528,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982264519,138,5,4.869000912,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037143707,138,5,4.857516289,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331496716,243,5,12.93878269,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749582291,326,5,4.560577393,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371767282,340,5,4.955315113,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.749582291,326,5,4.560576916,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371772766,340,5,4.955319881,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468467712,270,5,13.12505722,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776206493,276,5,13.11622715,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468465805,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG022166,15.50453281,993,5,22.07242775,1152,747.5,147
3FTx,Hh03G008631,HhUnG023191,5.468466282,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.77620554,276,5,13.1162281,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010687,428,5,1.159747601,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064009458,428,5,1.159751177,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.0640103,428,5,1.159750819,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009242,428,5,1.159751892,615,450,81
3FTx,Hh03G023190,HhUnG022166,9.315704346,245,4,11.7507782,266,199,34
3FTx,Hh03G023190,HhUnG023192,0.064008951,428,5,1.159754157,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305158615,245,4,11.65546703,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064007923,428,5,1.159754992,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888011,887,5,16.6511097,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666125,48,5,2.098571777,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604700804,489,5,3.509507895,662,144.5,100
CRISP,Hh01G000001,Hh03G010271,0.868750572,551,5,12.53363323,835,167,126
CRISP,Hh01G000001,Hh04G012535,0.557143331,502,5,3.526120424,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740738869,480,5,5.013230324,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.53150928,505,5,4.572869778,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.31833756,534,5,15.40411377,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542518914,564,5,10.15999222,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423527092,47,5,2.028067112,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531035662,555,5,10.40602303,789,490.5,103
CRISP,Hh01G002297,Hh03G008934,0.647874534,459,5,3.520566225,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995636,441,5,10.09485817,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395187616,606,5,11.65839958,821,153.5,124
CRISP,Hh01G002297,Hh04G012535,0.69515413,539,5,4.579596996,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636944,488,5,9.443424225,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044706,466,5,3.518923759,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270171404,543,5,16.65006256,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564797,593,5,14.88125324,872,479,117
CRISP,Hh02G004717,Hh03G010271,5.584492207,263,5,8.299111366,314,75.5,51
CRISP,Hh02G004717,Hh04G012535,18.13464165,844,5,19.20934486,874,115,136
CRISP,Hh02G004717,Hh05G015075,3.698901653,144,4,4.144323826,152,34,27
CRISP,Hh02G004717,HhUnG022502,0.831164956,407,5,4.446549892,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959825754,818,5,12.26665878,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768997788,406,5,4.48345089,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.625953853,1227,5,12.81552696,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692902267,866,5,9.854926109,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698768437,1005,5,10.66946888,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315349936,949,5,16.47485352,1378,366.5,206
CRISP,Hh03G008934,HhUnG022429,0.671845973,1201,5,11.13790703,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.213236094,757,5,18.48605728,1156,198,179
CRISP,Hh03G008934,HhUnG022504,4.034047127,182,5,7.522605419,229,73.5,38
CRISP,Hh03G008934,HhUnG022505,0.786500037,585,5,7.382767677,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.69166857,868,5,16.44902039,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525702834,981,5,7.437535286,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013456,786,5,6.201557636,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151510596,547,5,7.050889015,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422210544,1143,5,21.3579464,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437955558,1220,5,8.995157242,1723,836,244
CRISP,Hh03G008935,HhUnG022504,14.12398052,572,5,16.51643372,619,84,102
CRISP,Hh03G008935,HhUnG022505,0.771591783,545,5,8.952596664,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.548011124,621,5,3.498400688,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735197604,953,5,14.03743839,1445,370,223
CRISP,Hh03G010271,Hh05G015075,2.698000908,684,5,7.036140442,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486078024,811,5,6.763291359,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540214598,766,5,3.21391058,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763512492,642,5,5.157100677,918,217.5,142
CRISP,Hh03G010642,Hh10G019333,0.96875596,1041,5,20.47213173,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210782424,1140,5,4.414431095,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641163528,445,5,4.869139194,656,145,100
CRISP,Hh03G010642,HhUnG022505,0.599207997,437,5,4.874024868,657,147,100
CRISP,Hh04G012535,Hh05G015075,2.041548491,646,5,5.831038475,913,111.5,144
CRISP,Hh04G012535,Hh10G019333,1.284085155,894,5,18.37854004,1316,348,196
CRISP,Hh04G012535,HhUnG022502,0.594896853,540,5,3.622701645,794,203.5,125
CRISP,Hh04G012535,HhUnG022505,0.596747577,540,5,3.594132185,788,204.5,125
CRISP,Hh05G015075,Hh10G019333,1.685628891,623,5,5.251870632,878,149,134
CRISP,Hh05G015075,HhUnG022504,3.045623541,111,5,7.868052483,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582091928,458,5,3.683604956,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586350977,1176,5,19.41293335,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.651677072,568,5,5.168688774,829,200.5,130
CRISP,Hh10G019333,HhUnG022504,9.304818153,360,5,15.92026711,451,86.5,75
CRISP,Hh10G019333,HhUnG022505,1.460758209,672,5,10.29645443,1015,203.5,161
CRISP,HhUnG022429,HhUnG022502,0.802287042,589,5,4.49682045,830,194,130
CRISP,HhUnG022429,HhUnG022505,0.747744918,579,5,4.49492979,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441851616,447,5,4.870349407,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.17920512,1155,5,0.979090393,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493556976,451,5,4.864084244,597,277,92
LIP,Hh01G001449,Hh02G008398,39.93423462,1136,1,39.93423462,1136,50.5,187
LIP,Hh01G001449,Hh04G011659,27.34090233,2541,4,27.7742939,2565,63.5,401
LIP,Hh01G001449,Hh04G011826,27.10307503,1962,4,27.37545967,1974,70,311
LIP,Hh01G002258,Hh02G007641,13.19159985,245,5,15.16373634,265,49.5,38
LIP,Hh01G002258,Hh04G011659,20.56195831,1307,5,21.21495438,1333,55,211
LIP,Hh01G002258,Hh04G011826,21.05030823,1043,2,21.08163643,1044,53.5,162
LIP,Hh02G007394,Hh02G008398,1.066652894,1031,5,12.27662086,1640,346.5,257
LIP,Hh02G007394,Hh03G009331,15.99706268,294,1,15.99706268,294,43.5,47
LIP,Hh02G007394,Hh04G011659,1.371258259,1382,5,17.55820847,2045,353.5,315
LIP,Hh02G007394,Hh04G011817,18.80575752,793,1,18.80575752,793,52,122
LIP,Hh02G007394,Hh04G011825,23.84326935,1465,5,24.09759331,1475,54.5,235
LIP,Hh02G007394,Hh04G011826,17.11162567,655,4,17.44715691,663,36,104
LIP,Hh02G007641,Hh02G008398,6.984216213,2250,5,9.181887627,2489,741,364
